FRANCHISE,PLAYER,INJ,SALARY,YEARS,CONTRACT,ROSTER
Kansas City Chiefs,"Winston, Jameis NYG QB",,$2.00,1,2026 UFA,ACTIVE_ROSTER
Kansas City Chiefs,"Benson, Trey ARI RB",Questionable,$1.98,2,2024 2.06,ACTIVE_ROSTER
Kansas City Chiefs,"Harvey, RJ DEN RB",,$2.56,3,2025 1.16,ACTIVE_ROSTER
Kansas City Chiefs,"Rodriguez, Chris JAC RB",Questionable,$5.00,1,2026 UFA,ACTIVE_ROSTER
Kansas City Chiefs,"Vidal, Kimani LAC RB",,$2.30,1,2026 UFA,ACTIVE_ROSTER
Kansas City Chiefs,"Wilson, Emanuel SEA RB",,$2.00,1,2026 UFA,ACTIVE_ROSTER
Kansas City Chiefs,"Bell, Chris MIA WR",Questionable,$1.71,4,2026 2.12,ACTIVE_ROSTER
Kansas City Chiefs,"Chase, Ja'Marr CIN WR",,$20.61,4,2024 iEXT,ACTIVE_ROSTER
Kansas City Chiefs,"Concepcion, KC CLE WR",,$4.99,4,2026 1.07,ACTIVE_ROSTER
Kansas City Chiefs,"Jefferson, Justin MIN WR",,$43.12,3,2024 iEXT,ACTIVE_ROSTER
Kansas City Chiefs,"Odunze, Rome CHI WR",,$5.43,2,2024 1.05,ACTIVE_ROSTER
Kansas City Chiefs,"Thornton, Tyquan KCC WR",,$2.40,1,2026 B/R,ACTIVE_ROSTER
Kansas City Chiefs,"Tyson, Jordyn NOS WR",Questionable,$6.27,4,2026 1.05,ACTIVE_ROSTER
Kansas City Chiefs,"Fannin, Harold CLE TE",Questionable,$1.33,3,2025 3.10,ACTIVE_ROSTER
Kansas City Chiefs,"Bates, Jake DET PK",,$2.00,1,2026 UFA,ACTIVE_ROSTER
Kansas City Chiefs,"Boswell, Chris PIT PK",,$2.00,1,2026 UFA,ACTIVE_ROSTER
Kansas City Chiefs,"Myers, Jason SEA PK",,$2.00,1,2026 UFA,ACTIVE_ROSTER
Kansas City Chiefs,"Ford, Poona LAR DT",,$2.00,1,2026 UFA,ACTIVE_ROSTER
Kansas City Chiefs,"Laulu, Jonah LVR DT",,$2.47,2,2026 UFA,ACTIVE_ROSTER
Kansas City Chiefs,"Nolen, Walter ARI DT",Questionable,$1.46,3,2025 3.04,ACTIVE_ROSTER
Kansas City Chiefs,"Williams, Milton NEP DT",,$2.02,4,2026 oEXT,ACTIVE_ROSTER
Kansas City Chiefs,"Garrett, Myles LAR DE",,$22.90,5,2025 iEXT,ACTIVE_ROSTER
Kansas City Chiefs,"Jones, Dre'Mont NEP DE",,$2.00,1,2026 UFA,ACTIVE_ROSTER
Kansas City Chiefs,"Mafe, Boye CIN DE",,$2.01,2,2026 UFA,ACTIVE_ROSTER
Kansas City Chiefs,"Robinson, Quandarrius DEN DE",,$2.00,1,2026 UFA,ACTIVE_ROSTER
Kansas City Chiefs,"Sweat, Montez CHI DE",,$8.55,2,2026 UFA,ACTIVE_ROSTER
Kansas City Chiefs,"Tillman, Dondrea DEN DE",,$2.00,1,2026 UFA,ACTIVE_ROSTER
Kansas City Chiefs,"Colson, Junior LAC LB",Questionable,$2.05,2,2024 2.05,ACTIVE_ROSTER
Kansas City Chiefs,"Luvu, Frankie WAS LB",,$1.70,1,2026 UFA,ACTIVE_ROSTER
Kansas City Chiefs,"Spillane, Robert NEP LB",,$2.00,1,2026 UFA,ACTIVE_ROSTER
Kansas City Chiefs,"Trotter, Josiah TBB LB",,$1.92,4,2026 2.08,ACTIVE_ROSTER
Kansas City Chiefs,"Williams, Quincy CLE LB",,$4.94,2,2026 B/R,ACTIVE_ROSTER
Kansas City Chiefs,"Wilson, Eric MIN LB",,$2.01,2,2026 UFA,ACTIVE_ROSTER
Kansas City Chiefs,"Barron, Jahdae DEN CB",,$1.19,3,2025 3.21,ACTIVE_ROSTER
Kansas City Chiefs,"Gordon, Kyler CHI CB",Questionable,$2.00,1,2026 UFA,ACTIVE_ROSTER
Kansas City Chiefs,"Hill, Daxton CIN CB",,$2.00,1,2026 UFA,ACTIVE_ROSTER
Kansas City Chiefs,"McMillian, Ja'Quan DEN CB",,$2.00,1,2026 UFA,ACTIVE_ROSTER
Kansas City Chiefs,"Brisker, Jaquan PIT S",,$4.47,2,2025 iEXT,ACTIVE_ROSTER
Kansas City Chiefs,"Emmanwori, Nick SEA S",,$1.57,3,2025 2.16,ACTIVE_ROSTER
Kansas City Chiefs,"Holland, Jevon NYG S",Questionable,$2.67,2,2025 UFA,ACTIVE_ROSTER
Kansas City Chiefs,"Holani, George SEA RB",,$1.10,1,2026 UFA,TAXI_SQUAD
Kansas City Chiefs,"Dotson, Jahan ATL WR",,$1.10,1,2026 R/F,TAXI_SQUAD
Kansas City Chiefs,"Sarratt, Elijah BAL WR",,$1.03,4,2026 4.17,TAXI_SQUAD
Kansas City Chiefs,"Endries, Jack CIN TE",,$0.94,3,2026 UDFA,TAXI_SQUAD
Kansas City Chiefs,"Gadsden, Oronde LAC TE",,$0.99,2,2025 UDFA,TAXI_SQUAD
Kansas City Chiefs,"Kmet, Cole CHI TE",,$1.10,1,2026 UFA,TAXI_SQUAD
Kansas City Chiefs,"Gonzalez, Zane MIA PK",,$1.10,1,2026 R/F,TAXI_SQUAD
Kansas City Chiefs,"Grupe, Blake IND PK",,$1.10,1,2026 R/F,TAXI_SQUAD
Kansas City Chiefs,"Martin, Sam CAR PN",,$1.10,1,2026 R/F,TAXI_SQUAD
Kansas City Chiefs,"Wright, Ryan NOS PN",,$1.10,1,2026 R/F,TAXI_SQUAD
Kansas City Chiefs,"Butler, Adam LVR DT",Questionable,$1.10,1,2026 UFA,TAXI_SQUAD
Kansas City Chiefs,"Collins, Maliek CLE DT",Questionable,$1.10,1,2026 R/F,TAXI_SQUAD
Kansas City Chiefs,"Drake-Rodriguez, Levi MIN DT",,$1.10,1,2026 ERFA,TAXI_SQUAD
Kansas City Chiefs,"Hunter, Lee CAR DT",,$0.98,4,2026 5.22,TAXI_SQUAD
Kansas City Chiefs,"Ingram-Dawkins, Tyrion MIN DT",,$1.10,1,2026 R/F,TAXI_SQUAD
Kansas City Chiefs,"Tonga, Khyiris KCC DT",,$1.10,1,2026 R/F,TAXI_SQUAD
Kansas City Chiefs,"Wharton, Tershawn CAR DT",Questionable,$1.10,1,2025 R/F,TAXI_SQUAD
Kansas City Chiefs,"Moore, Trey MIA DE",,$0.94,3,2026 UDFA,TAXI_SQUAD
Kansas City Chiefs,"Scourton, Nic CAR DE",,$1.09,3,2025 4.11,TAXI_SQUAD
Kansas City Chiefs,"Daniels, Kendal ATL LB",,$0.94,3,2026 UDFA,TAXI_SQUAD
Kansas City Chiefs,"Louis, Kyle MIA LB",,$0.94,3,2026 UDFA,TAXI_SQUAD
Kansas City Chiefs,"Thomas, Drake SEA LB",,$1.10,1,2026 ERFA,TAXI_SQUAD
Kansas City Chiefs,"Flott, Cordale TEN CB",,$1.10,1,2026 R/F,TAXI_SQUAD
Kansas City Chiefs,"McCreary, Roger DET CB",,$1.10,1,2026 R/F,TAXI_SQUAD
Kansas City Chiefs,"Murphy, Byron MIN CB",,$1.10,1,2026 UFA,TAXI_SQUAD
Kansas City Chiefs,"Rakestraw, Ennis DET CB",Questionable,$1.10,1,2026 UFA,TAXI_SQUAD
Kansas City Chiefs,"Ya-Sin, Rock DET CB",,$1.10,1,2026 UFA,TAXI_SQUAD
Kansas City Chiefs,"Clark, Bud SEA S",,$1.00,4,2026 5.02,TAXI_SQUAD
Kansas City Chiefs,"Mickens, R.J. LAC S",,$1.10,1,2026 ERFA,TAXI_SQUAD
Kansas City Chiefs,"Molden, Elijah LAC S",,$1.10,1,2026 R/F,TAXI_SQUAD
Kansas City Chiefs,"Okada, Ty SEA S",,$1.10,1,2026 R/F,TAXI_SQUAD
Kansas City Chiefs,"Washington, Ar'Darius NYG S",,$1.10,1,2026 ERFA,TAXI_SQUAD
Las Vegas Raiders,"Daniels, Jayden WAS QB",,$4.87,2,2024 1.06,ACTIVE_ROSTER
Las Vegas Raiders,"Goff, Jared DET QB",,$26.98,2,2024 oEXT,ACTIVE_ROSTER
Las Vegas Raiders,"Rattler, Spencer NOS QB",,$1.08,2,2024 5.13,ACTIVE_ROSTER
Las Vegas Raiders,"Dowdle, Rico PIT RB",,$5.77,1,2026 SRFA,ACTIVE_ROSTER
Las Vegas Raiders,"Irving, Bucky TBB RB",Questionable,$1.11,2,2024 4.18,ACTIVE_ROSTER
Las Vegas Raiders,"Robinson, Bijan ATL RB",,$10.93,1,2023 1.01,ACTIVE_ROSTER
Las Vegas Raiders,"Swift, D'Andre CHI RB",,$6.56,1,2024 oEXT,ACTIVE_ROSTER
Las Vegas Raiders,"Brown, Noah WAS WR",Questionable,$2.06,1,2024 UFA,ACTIVE_ROSTER
Las Vegas Raiders,"Cooper Jr., Omar NYJ WR",,$2.91,4,2026 1.14,ACTIVE_ROSTER
Las Vegas Raiders,"Hutchinson, Xavier HOU WR",,$2.01,3,2026 UFA,ACTIVE_ROSTER
Las Vegas Raiders,"London, Drake ATL WR",Questionable,$29.83,1,2026 5YO,ACTIVE_ROSTER
Las Vegas Raiders,"Smith-Njigba, Jaxon SEA WR",,$6.09,1,2023 1.05,ACTIVE_ROSTER
Las Vegas Raiders,"Sutton, Courtland DEN WR",,$24.97,3,2026 oEXT,ACTIVE_ROSTER
Las Vegas Raiders,"Tolbert, Jalen MIA WR",,$2.05,2,2025 UFA,ACTIVE_ROSTER
Las Vegas Raiders,"Bellinger, Daniel TEN TE",,$2.06,1,2024 UFA,ACTIVE_ROSTER
Las Vegas Raiders,"Ferguson, Jake DAL TE",,$5.77,2,2026 SRFA,ACTIVE_ROSTER
Las Vegas Raiders,"Gyllenborg, John Michael KCC TE",,$0.94,3,2026 UDFA,ACTIVE_ROSTER
Las Vegas Raiders,"Dicker, Cameron LAC PK",,$2.79,3,2026 UFA,ACTIVE_ROSTER
Las Vegas Raiders,"Bojorquez, Corey CLE PN",,$2.05,1,2025 UFA,ACTIVE_ROSTER
Las Vegas Raiders,"Davis, Jordan PHI DT",,$20.26,1,2026 NEFT,ACTIVE_ROSTER
Las Vegas Raiders,"Eboigbe, Justin LAC DT",,$2.01,2,2026 UFA,ACTIVE_ROSTER
Las Vegas Raiders,"Ojomo, Moro PHI DT",,$2.01,3,2026 UFA,ACTIVE_ROSTER
Las Vegas Raiders,"Saunders, Khalen NYJ DT",,$2.06,1,2024 UFA,ACTIVE_ROSTER
Las Vegas Raiders,"Williams, Quinnen DAL DT",,$12.65,1,2025 UFA,ACTIVE_ROSTER
Las Vegas Raiders,"Carter, Abdul NYG DE",Questionable,$3.97,3,2025 1.09,ACTIVE_ROSTER
Las Vegas Raiders,"Landry, Harold NEP DE",,$7.92,2,2025 UFA,ACTIVE_ROSTER
Las Vegas Raiders,"Nwosu, Uchenna SEA DE",,$1.10,1,2026 R/F,ACTIVE_ROSTER
Las Vegas Raiders,"Pearce, James ATL DE",,$1.86,3,2025 2.09,ACTIVE_ROSTER
Las Vegas Raiders,"Sweat, Josh ARI DE",,$5.78,3,2026 oEXT,ACTIVE_ROSTER
Las Vegas Raiders,"Anzalone, Alex TBB LB",,$2.10,1,2026 UFA,ACTIVE_ROSTER
Las Vegas Raiders,"Bernard, Terrel BUF LB",,$5.15,2,2025 UFA,ACTIVE_ROSTER
Las Vegas Raiders,"Dean, Nakobe LVR LB",,$7.69,4,2026 oEXT,ACTIVE_ROSTER
Las Vegas Raiders,"Jones, Ernest SEA LB",,$7.43,2,2025 UFA,ACTIVE_ROSTER
Las Vegas Raiders,"Obiazor, Namdi NEP LB",,$0.94,3,2026 UDFA,ACTIVE_ROSTER
Las Vegas Raiders,"Werner, Pete NOS LB",,$2.05,1,2025 UFA,ACTIVE_ROSTER
Las Vegas Raiders,"Woodaz, Wade HOU LB",,$0.94,3,2026 UDFA,ACTIVE_ROSTER
Las Vegas Raiders,"Fulton, Kristian KCC CB",,$1.10,1,2026 R/F,ACTIVE_ROSTER
Las Vegas Raiders,"Horn, Jaycee CAR CB",Questionable,$3.14,1,2025 UFA,ACTIVE_ROSTER
Las Vegas Raiders,"Jobe, Josh SEA CB",,$1.10,1,2026 R/F,ACTIVE_ROSTER
Las Vegas Raiders,"Nixon, Keisean GBP CB",,$2.60,1,2026 UFA,ACTIVE_ROSTER
Las Vegas Raiders,"Rodgers, Isaiah MIN CB",,$1.10,1,2026 ERFA,ACTIVE_ROSTER
Las Vegas Raiders,"Dugger, Kyle CIN S",,$7.08,1,2024 UFA,ACTIVE_ROSTER
Las Vegas Raiders,"Hawkins, Jaylinn BAL S",,$1.10,1,2026 ERFA,ACTIVE_ROSTER
Las Vegas Raiders,"Jackson, Theo MIN S",,$2.47,2,2026 UFA,ACTIVE_ROSTER
Las Vegas Raiders,"Lake, Quentin LAR S",,$4.39,1,2025 UFA,ACTIVE_ROSTER
Las Vegas Raiders,"McKinney, Xavier GBP S",,$5.88,1,2023 UFA,ACTIVE_ROSTER
Las Vegas Raiders,"Sanker, Jonas NOS S",,$1.02,3,2025 5.21,ACTIVE_ROSTER
Los Angeles Chargers,"Cousins, Kirk LVR QB",,$5.10,1,2026 UFA,ACTIVE_ROSTER
Los Angeles Chargers,"Jones, Mac SFO QB",Questionable,$2.01,2,2026 UFA,ACTIVE_ROSTER
Los Angeles Chargers,"Mendoza, Fernando LVR QB",,$7.14,4,2026 1.04,ACTIVE_ROSTER
Los Angeles Chargers,"O'Connell, Aidan LVR QB",,$1.21,1,2023 4.15,ACTIVE_ROSTER
Los Angeles Chargers,"Achane, De'Von MIA RB",Questionable,$5.81,1,2023 2.13^,ACTIVE_ROSTER
Los Angeles Chargers,"Claiborne, Demond MIN RB",,$1.15,4,2026 3.20,ACTIVE_ROSTER
Los Angeles Chargers,"Cook, James BUF RB",,$16.87,3,2026 oEXT,ACTIVE_ROSTER
Los Angeles Chargers,"Corum, Blake LAR RB",,$1.39,2,2024 3.07,ACTIVE_ROSTER
Los Angeles Chargers,"Tuten, Bhayshul JAC RB",,$1.51,3,2025 3.02,ACTIVE_ROSTER
Los Angeles Chargers,"Fields, Malachi NYG WR",,$2.05,4,2026 2.06,ACTIVE_ROSTER
Los Angeles Chargers,"Higgins, Jayden HOU WR",,$2.84,3,2025 1.14,ACTIVE_ROSTER
Los Angeles Chargers,"McConkey, Ladd LAC WR",Questionable,$3.45,2,2024 1.10,ACTIVE_ROSTER
Los Angeles Chargers,"Reed, Jayden GBP WR",,$2.05,1,2023 2.07,ACTIVE_ROSTER
Los Angeles Chargers,"Thornton, Dont'e LVR WR",,$2.06,1,2025 UFA,ACTIVE_ROSTER
Los Angeles Chargers,"Walker, Jahdae CHI WR",,$1.10,1,2026 UFA,ACTIVE_ROSTER
Los Angeles Chargers,"Pitts, Kyle ATL TE",,$10.07,2,2024 iEXT,ACTIVE_ROSTER
Los Angeles Chargers,"Sinnott, Ben WAS TE",,$1.66,2,2024 2.13,ACTIVE_ROSTER
Los Angeles Chargers,"Strange, Brenton JAC TE",,$1.10,1,2025 R/F,ACTIVE_ROSTER
Los Angeles Chargers,"Aubrey, Brandon DAL PK",,$3.92,4,2026 oEXT,ACTIVE_ROSTER
Los Angeles Chargers,"Fairbairn, Ka'imi HOU PK",,$1.99,1,2023 iEXT,ACTIVE_ROSTER
Los Angeles Chargers,"Sanchez, Rigoberto IND PN",,$2.39,1,2024 iEXT,ACTIVE_ROSTER
Los Angeles Chargers,"Dorlus, Brandon ATL DT",,$1.10,1,2026 ERFA,ACTIVE_ROSTER
Los Angeles Chargers,"Franklin-Myers, John TEN DT",,$1.10,1,2026 UFA,ACTIVE_ROSTER
Los Angeles Chargers,"Hall, Logan HOU DT",Questionable,$1.10,1,2026 R/F,ACTIVE_ROSTER
Los Angeles Chargers,"Harmon, Derrick PIT DT",,$1.64,3,2025 2.14,ACTIVE_ROSTER
Los Angeles Chargers,"Harrison, Zach ATL DT",,$1.10,1,2025 R/F,ACTIVE_ROSTER
Los Angeles Chargers,"Walker, Deone BUF DT",,$1.10,1,2026 ERFA,ACTIVE_ROSTER
Los Angeles Chargers,"Cox, Brenton GBP DE",,$2.54,1,2025 oEXT,ACTIVE_ROSTER
Los Angeles Chargers,"Crosby, Maxx LVR DE",Questionable,$25.29,3,2023 iEXT,ACTIVE_ROSTER
Los Angeles Chargers,"Greenard, Jonathan PHI DE",Questionable,$20.65,1,2025 oEXT,ACTIVE_ROSTER
Los Angeles Chargers,"Parsons, Micah GBP DE",Questionable,$11.08,3,2024 iEXT,ACTIVE_ROSTER
Los Angeles Chargers,"Campbell, Jack DET LB",,$3.10,1,2023 1.13+,ACTIVE_ROSTER
Los Angeles Chargers,"Edwards, T.J. CHI LB",,$10.63,2,2024 oEXT,ACTIVE_ROSTER
Los Angeles Chargers,"Golday, Jake MIN LB",,$1.39,4,2026 3.06,ACTIVE_ROSTER
Los Angeles Chargers,"Rodriguez, Jacob MIA LB",,$2.50,4,2026 2.01,ACTIVE_ROSTER
Los Angeles Chargers,"Wallace, Trevin CAR LB",Questionable,$1.20,1,2024 4.03,ACTIVE_ROSTER
Los Angeles Chargers,"Winters, Dee DAL LB",,$1.10,1,2025 R/F,ACTIVE_ROSTER
Los Angeles Chargers,"Johnson, Chris MIA CB",,$1.10,4,2026 4.06,ACTIVE_ROSTER
Los Angeles Chargers,"Jones, Jaylon IND CB",,$4.08,1,2024 iEXT,ACTIVE_ROSTER
Los Angeles Chargers,"Still, Tarheeb LAC CB",,$1.10,1,2026 R/F,ACTIVE_ROSTER
Los Angeles Chargers,"Stout, Upton SFO CB",,$1.10,1,2026 ERFA,ACTIVE_ROSTER
Los Angeles Chargers,"Hamlin, Damar BUF S",,$3.84,1,2024 iEXT,ACTIVE_ROSTER
Los Angeles Chargers,"Kilgore, Jalon BUF S",,$0.98,4,2026 5.21,ACTIVE_ROSTER
Los Angeles Chargers,"Melifonwu, Ifeatu MIA S",,$2.06,2,2024 oEXT,ACTIVE_ROSTER
Los Angeles Chargers,"Pitre, Jalen HOU S",,$5.89,2,2026 UFA,ACTIVE_ROSTER
Los Angeles Chargers,"Watts, Xavier ATL S",Questionable,$1.26,3,2025 3.14,ACTIVE_ROSTER
Los Angeles Chargers,"Leonard, Riley IND QB",,$1.10,1,2026 R/F,TAXI_SQUAD
Los Angeles Chargers,"Nussmeier, Garrett KCC QB",,$0.94,3,2026 UDFA,TAXI_SQUAD
Los Angeles Chargers,"Smith, Brashard KCC RB",,$1.08,3,2025 4.14,TAXI_SQUAD
Los Angeles Chargers,"Taylor, J'Mari JAC RB",,$0.94,3,2026 UDFA,TAXI_SQUAD
Los Angeles Chargers,"Caldwell, Jeff KCC WR",,$0.94,3,2026 UDFA,TAXI_SQUAD
Los Angeles Chargers,"Cameron, Josh JAC WR",,$0.94,3,2026 UDFA,TAXI_SQUAD
Los Angeles Chargers,"Coleman, Kevin MIA WR",,$0.94,3,2026 UDFA,TAXI_SQUAD
Los Angeles Chargers,"Daniels, CJ LAR WR",,$0.94,3,2026 UDFA,TAXI_SQUAD
Los Angeles Chargers,"Raymond, Kalif CHI WR",,$1.10,1,2026 UFA,TAXI_SQUAD
Los Angeles Chargers,"Roberts, Chase LVR WR",,$0.94,3,2026 UDFA,TAXI_SQUAD
Los Angeles Chargers,"Biggers, Zeek MIA DT",,$1.10,1,2026 R/F,TAXI_SQUAD
Los Angeles Chargers,"Robinson, Tavius BAL DE",,$1.10,1,2026 UFA,TAXI_SQUAD
Los Angeles Chargers,"Kelly, Jack NYG LB",,$0.94,3,2026 UDFA,TAXI_SQUAD
